timestamp, L1_m, F1_m3ph, F2_m3ph, price_EUR_per_kWh, pump_freqs_Hz
2024-11-15 00:15:00, 2.385, 5818.1, 5335.2, 0.0029, [0:0.0, 1:50.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 02:30:00, 3.257, 3841.2, 5335.2, 0.0053, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 02:45:00, 3.228, 3554.7, 5335.2, 0.0053, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:50.0, 7:0.0]
2024-11-18 03:00:00, 3.187, 3443.2, 12404.8, 0.0047, [0:50.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:50.0, 6:50.0, 7:0.0]
2024-11-18 03:15:00, 2.949, 3222.5, 16000.0, 0.0047, [0:0.0, 1:0.0, 2:48.5, 3:48.5, 4:48.5, 5:48.5, 6:48.5, 7:0.0]
2024-11-18 03:30:00, 2.688, 3466.4, 16000.0, 0.0047, [0:0.0, 1:0.0, 2:48.5, 3:48.5, 4:48.5, 5:48.5, 6:48.5, 7:0.0]
2024-11-18 03:45:00, 2.378, 2150.2, 16000.0, 0.0047, [0:0.0, 1:0.0, 2:48.5, 3:48.5, 4:48.5, 5:48.5, 6:48.5, 7:0.0]
2024-11-18 04:00:00, 2.014, 3588.4, 16000.0, 0.0065, [0:0.0, 1:0.0, 2:48.5, 3:48.5, 4:48.5, 5:48.5, 6:48.5, 7:0.0]
2024-11-18 04:15:00, 1.549, 2810.6, 16000.0, 0.0065, [0:0.0, 1:0.0, 2:48.5, 3:48.5, 4:48.5, 5:48.5, 6:48.5, 7:0.0]
2024-11-18 04:30:00, 0.760, 2511.5, 9097.4, 0.0065, [0:0.0, 1:0.0, 2:47.8, 3:47.8, 4:0.0, 5:47.8, 6:0.0, 7:0.0]
2024-11-18 04:45:00, 0.664, 2443.4, 1800.4, 0.0065, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 05:00:00, 0.547, 2358.2, 1800.4, 0.0085, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 05:15:00, 0.547, 2257.9, 1485.3, 0.0085, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 05:30:00, 0.488, 2136.6, 3600.7, 0.0085, [0:50.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 05:45:00, 0.528, 2203.8, 0.0, 0.0085, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 06:00:00, 0.619, 2175.5, 2970.7, 0.0058, [0:47.6, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 06:15:00, 0.535, 3212.4, 4468.8, 0.0058, [0:0.0, 1:47.6, 2:0.0, 3:47.6, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 06:30:00, 0.691, 2850.2, 1800.4, 0.0058, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 06:45:00, 0.582, 2486.4, 3600.7, 0.0058, [0:50.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 07:00:00, 0.503, 2489.4, 2983.5, 0.0064, [0:0.0, 1:0.0, 2:47.6, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 07:15:00, 0.506, 2318.1, 2983.5, 0.0064, [0:0.0, 1:0.0, 2:0.0, 3:47.6, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 07:30:00, 0.527, 2562.6, 0.0, 0.0064, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 07:45:00, 0.505, 2481.3, 2983.5, 0.0064, [0:0.0, 1:0.0, 2:0.0, 3:47.6, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 08:00:00, 0.605, 1947.1, 1485.3, 0.0082, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 08:15:00, 0.698, 1951.4, 1485.3, 0.0082, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 08:30:00, 0.791, 2289.2, 1485.3, 0.0082, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 08:45:00, 0.889, 2404.0, 1485.3, 0.0082, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 09:00:00, 0.886, 2498.9, 2983.5, 0.0162, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 09:15:00, 0.837, 2595.9, 2983.5, 0.0162, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 09:30:00, 0.805, 2767.6, 2983.5, 0.0162, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 09:45:00, 0.797, 3057.7, 2983.5, 0.0162, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 10:00:00, 0.805, 3038.2, 2983.5, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 10:15:00, 0.817, 3138.9, 2983.5, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 10:30:00, 0.857, 3518.5, 2983.5, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 10:45:00, 0.924, 3733.8, 2983.5, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 11:00:00, 1.006, 4036.9, 2983.5, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 11:15:00, 1.102, 4420.4, 2983.5, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 11:30:00, 1.195, 4353.2, 2983.5, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 11:45:00, 1.277, 4367.1, 2983.5, 0.0105, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 12:00:00, 1.352, 4365.9, 2983.5, 0.0095, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 12:15:00, 1.425, 4446.2, 2983.5, 0.0095, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 12:30:00, 1.498, 4593.2, 2983.5, 0.0095, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 12:45:00, 1.569, 4619.0, 2983.5, 0.0095, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 13:00:00, 1.638, 4666.2, 2983.5, 0.0091, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 13:15:00, 1.705, 4692.7, 2983.5, 0.0091, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 13:30:00, 1.769, 4737.1, 2983.5, 0.0091, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 13:45:00, 1.833, 4783.8, 2983.5, 0.0091, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 14:00:00, 1.892, 4624.0, 2983.5, 0.0090, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 14:15:00, 1.944, 4571.7, 2983.5, 0.0090, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 14:30:00, 2.000, 4829.6, 2983.5, 0.0090, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 14:45:00, 2.048, 4324.7, 2983.5, 0.0090, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 15:00:00, 2.080, 3779.6, 2983.5, 0.0097, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 15:15:00, 2.105, 3837.0, 2983.5, 0.0097, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 15:30:00, 2.141, 4614.8, 2983.5, 0.0097, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 15:45:00, 2.186, 4543.9, 2983.5, 0.0097, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:47.6, 6:0.0, 7:0.0]
2024-11-18 16:00:00, 2.251, 4479.1, 2970.7, 0.0104, [0:47.6, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 16:15:00, 2.261, 4365.7, 4468.8, 0.0104, [0:0.0, 1:47.6, 2:47.6, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 16:30:00, 2.256, 4228.6, 4468.8, 0.0104, [0:0.0, 1:47.6, 2:47.6, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 16:45:00, 2.250, 4245.2, 4468.8, 0.0104, [0:0.0, 1:47.6, 2:47.6, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 17:00:00, 2.248, 4527.4, 4468.8, 0.0141, [0:0.0, 1:47.6, 2:47.6, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 17:15:00, 2.245, 4193.7, 4468.8, 0.0141, [0:0.0, 1:47.6, 2:47.6, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 17:30:00, 2.236, 4114.9, 4468.8, 0.0141, [0:0.0, 1:47.6, 2:47.6, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 17:45:00, 2.226, 4114.5, 4468.8, 0.0141, [0:0.0, 1:47.6, 2:47.6, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 18:00:00, 2.220, 4229.0, 3534.8, 0.0304, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 18:15:00, 2.239, 4243.8, 3534.8, 0.0304, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 18:30:00, 2.257, 4166.8, 3534.8, 0.0304, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 18:45:00, 2.277, 4356.9, 3534.8, 0.0304, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 19:00:00, 2.295, 4085.6, 3534.8, 0.0753, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 19:15:00, 2.312, 4219.9, 3534.8, 0.0753, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 19:30:00, 2.332, 4468.1, 3534.8, 0.0753, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 19:45:00, 2.357, 4506.1, 3534.8, 0.0753, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 20:00:00, 2.383, 4571.3, 3534.8, 0.1003, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 20:15:00, 2.409, 4544.6, 3534.8, 0.1003, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 20:30:00, 2.435, 4678.8, 3534.8, 0.1003, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 20:45:00, 2.463, 4727.0, 3534.8, 0.1003, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 21:00:00, 2.492, 4716.2, 3534.8, 0.1158, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 21:15:00, 2.522, 4870.4, 3534.8, 0.1158, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 21:30:00, 2.554, 4950.0, 3534.8, 0.1158, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 21:45:00, 2.588, 5024.2, 3534.8, 0.1158, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 22:00:00, 2.624, 5189.6, 3534.8, 0.1298, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 22:15:00, 2.661, 5279.2, 3534.8, 0.1298, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 22:30:00, 2.701, 5387.8, 3534.8, 0.1298, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 22:45:00, 2.741, 5416.9, 3534.8, 0.1298, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 23:00:00, 2.782, 5528.1, 3534.8, 0.1203, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 23:15:00, 2.824, 5573.9, 3534.8, 0.1203, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 23:30:00, 2.866, 5557.8, 3534.8, 0.1203, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-18 23:45:00, 2.907, 5548.5, 3534.8, 0.1203, [0:0.0, 1:0.0, 2:50.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 00:00:00, 2.936, 5582.5, 4620.0, 0.0607, [0:48.0, 1:0.0, 2:48.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 00:15:00, 2.958, 5543.1, 4502.3, 0.0607, [0:47.7, 1:0.0, 2:47.7, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 00:30:00, 2.977, 5502.4, 4536.8, 0.0607, [0:47.8, 1:0.0, 2:47.8, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 00:45:00, 2.995, 5475.3, 4568.6, 0.0607, [0:47.9, 1:0.0, 2:47.9, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 01:00:00, 3.014, 5486.1, 4700.8, 0.0704, [0:48.2, 1:0.0, 2:48.2, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 01:15:00, 3.030, 5324.5, 4554.8, 0.0704, [0:47.8, 1:0.0, 2:47.8, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 01:30:00, 3.039, 4760.7, 4574.3, 0.0704, [0:47.9, 1:0.0, 2:47.9, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 01:45:00, 3.041, 4650.4, 4582.9, 0.0704, [0:47.9, 1:0.0, 2:47.9, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 02:00:00, 3.036, 4645.6, 5275.9, 0.0250, [0:49.8, 1:0.0, 2:49.8, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 02:15:00, 3.023, 4599.1, 5280.1, 0.0250, [0:49.8, 1:0.0, 2:49.8, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 02:30:00, 3.006, 4137.6, 5271.1, 0.0250, [0:49.8, 1:0.0, 2:49.8, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 02:45:00, 2.982, 3944.7, 5249.5, 0.0250, [0:49.8, 1:0.0, 2:49.8, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 03:00:00, 2.946, 3848.5, 12404.8, 0.0122, [0:50.0, 1:0.0, 2:50.0, 3:50.0, 4:50.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 03:15:00, 2.696, 3783.6, 15939.6, 0.0122, [0:50.0, 1:0.0, 2:50.0, 3:50.0, 4:50.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-19 03:30:00, 2.411, 3610.4, 15939.6, 0.0122, [0:50.0, 1:0.0, 2:50.0, 3:50.0, 4:50.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-19 03:45:00, 2.074, 3466.5, 15939.6, 0.0122, [0:50.0, 1:0.0, 2:50.0, 3:50.0, 4:50.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-19 04:00:00, 1.644, 3296.1, 15939.6, 0.0149, [0:50.0, 1:0.0, 2:50.0, 3:50.0, 4:50.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-19 04:15:00, 0.949, 3181.3, 13929.4, 0.0149, [0:0.0, 1:0.0, 2:49.8, 3:49.8, 4:49.8, 5:0.0, 6:0.0, 7:49.8]
2024-11-19 04:30:00, 0.607, 2995.4, 3600.7, 0.0149, [0:50.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 04:45:00, 0.545, 2836.7, 3480.4, 0.0149, [0:0.0, 1:0.0, 2:0.0, 3:49.8, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 05:00:00, 0.403, 2579.5, 2983.5, 0.0205, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:47.6, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 05:15:00, 0.625, 2402.4, 3600.7, 0.0205, [0:50.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 05:30:00, 0.404, 2266.1, 3534.8, 0.0205, [0:0.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:50.0]
2024-11-19 05:45:00, 0.611, 2078.4, 1800.4, 0.0205, [0:50.0, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 06:00:00, 0.521, 1947.1, 1485.3, 0.0227, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 06:15:00, 0.579, 1947.1, 1485.3, 0.0227, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 06:30:00, 0.501, 1947.1, 1800.4, 0.0227, [0:0.0, 1:50.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 06:45:00, 0.608, 2340.4, 1485.3, 0.0227, [0:47.6, 1:0.0, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 07:00:00, 0.443, 2175.5, 3151.8, 0.0409, [0:48.3, 1:48.3, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 07:15:00, 0.664, 2152.7, 1485.3, 0.0409, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 07:30:00, 0.754, 1947.1, 1485.3, 0.0409, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 07:45:00, 0.847, 2472.2, 1485.3, 0.0409, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 08:00:00, 0.946, 2467.2, 1485.3, 0.0691, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 08:15:00, 1.026, 2381.2, 1485.3, 0.0691, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 08:30:00, 1.087, 2174.3, 1485.3, 0.0691, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 08:45:00, 1.141, 2364.2, 1485.3, 0.0691, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 09:00:00, 1.203, 2463.8, 1485.3, 0.0754, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 09:15:00, 1.259, 2407.2, 1485.3, 0.0754, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 09:30:00, 1.311, 2393.7, 1485.3, 0.0754, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 09:45:00, 1.368, 2702.5, 1485.3, 0.0754, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 10:00:00, 1.433, 2886.8, 1485.3, 0.0681, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 10:15:00, 1.502, 2990.8, 1485.3, 0.0681, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 10:30:00, 1.573, 3203.0, 1485.3, 0.0681, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 10:45:00, 1.648, 3384.9, 1485.3, 0.0681, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 11:00:00, 1.723, 3421.4, 1485.3, 0.0564, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 11:15:00, 1.805, 3968.9, 1485.3, 0.0564, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 11:30:00, 1.896, 4253.5, 1485.3, 0.0564, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 11:45:00, 1.985, 4239.4, 1485.3, 0.0564, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 12:00:00, 2.069, 4247.2, 1485.3, 0.0767, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 12:15:00, 2.152, 4387.0, 1485.3, 0.0767, [0:0.0, 1:47.6, 2:0.0, 3:0.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 12:30:00, 2.224, 4454.6, 3085.3, 0.0767, [0:0.0, 1:0.0, 2:0.0, 3:48.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 12:45:00, 2.260, 4445.7, 3164.5, 0.0767, [0:0.0, 1:0.0, 2:0.0, 3:48.4, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 13:00:00, 2.294, 4485.1, 3232.1, 0.0691, [0:0.0, 1:0.0, 2:0.0, 3:48.7, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 13:15:00, 2.325, 4418.1, 3250.0, 0.0691, [0:0.0, 1:0.0, 2:0.0, 3:48.8, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 13:30:00, 2.354, 4389.1, 3284.9, 0.0691, [0:0.0, 1:0.0, 2:0.0, 3:48.9, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 13:45:00, 2.383, 4449.7, 3319.7, 0.0691, [0:0.0, 1:0.0, 2:0.0, 3:49.1, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 14:00:00, 2.409, 4669.0, 3534.8, 0.0251, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 14:15:00, 2.434, 4466.4, 3534.8, 0.0251, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 14:30:00, 2.455, 4369.6, 3534.8, 0.0251, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 14:45:00, 2.475, 4291.1, 3534.8, 0.0251, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 15:00:00, 2.493, 4264.6, 3534.8, 0.0251, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 15:15:00, 2.509, 4175.8, 3534.8, 0.0251, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
2024-11-19 15:30:00, 2.523, 4132.1, 3534.8, 0.0251, [0:0.0, 1:0.0, 2:0.0, 3:50.0, 4:0.0, 5:0.0, 6:0.0, 7:0.0]
